"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000028436",735.968030018876,-0.423932440967827,0.10704272957927,-3.96040387454701,7.48231081564303e-05,0.0107764702723411
"ENSMUSG00000052767",11.5575625933101,-3.56600636887216,0.90075099641254,-3.95892581087853,7.52876170047786e-05,0.0107764702723411
"ENSMUSG00000075232",483.476367115948,-0.553989537312523,0.139536681646019,-3.97020719410472,7.181015729e-05,0.0107764702723411
"ENSMUSG00000020787",32.0042076261733,-1.97220967224623,0.498057380533458,-3.95980412966442,7.50112613822368e-05,0.0107764702723411
"ENSMUSG00000069439",14.1463124116005,-2.68800523303883,0.677836806545364,-3.9655639928118,7.32226036269467e-05,0.0107764702723411
"ENSMUSG00000097576",12.8393377359367,2.52998770116426,0.639303373393519,3.95741334467656,7.57657595811562e-05,0.0107764702723411
"ENSMUSG00000032826",24.3629350437994,-3.44559317794972,0.87376507292845,-3.94338625415835,8.03391045283624e-05,0.0110740334912311
"ENSMUSG00000020388",52.0802006889231,-1.80425825370243,0.457153370188762,-3.9467241660221,7.92277430699484e-05,0.0110740334912311
"ENSMUSG00000040528",285.394877945038,-0.582708246342622,0.147768890129902,-3.94337567149871,8.03426513574733e-05,0.0110740334912311
"ENSMUSG00000005413",632.426760322712,-2.02020149508917,0.512864107016396,-3.93905806128988,8.18021340863068e-05,0.0111601482932033
"ENSMUSG00000110030",44.2378863046843,1.31453096607282,0.33396941834258,3.93608185023814,8.28227351518611e-05,0.0111852522119231
"ENSMUSG00000023349",128.808479172276,-2.05390177964788,0.524245697958707,-3.9178228598638,8.93523269067788e-05,0.0119464061074363
"ENSMUSG00000026200",76.812429827433,-1.85932940517293,0.47578216768825,-3.90794260786846,9.30854101766742e-05,0.0123222963768528
"ENSMUSG00000042087",98.9986602128033,0.881051660318383,0.225928364823331,3.89969475947537,9.63140356480177e-05,0.0126246927119019
"ENSMUSG00000097569",63.742070942761,-2.81090620972758,0.721252407003031,-3.8972573019306,9.72882394706976e-05,0.0126285802109051
"ENSMUSG00000022836",48.9345596333802,-2.1375557291623,0.550073261675,-3.88594734209284,0.000101931601760111,0.0131040914955066
"ENSMUSG00000070056",693.144434014383,0.729189994698576,0.188304006935436,3.8724082751388,0.000107765236950375,0.0135926530002502
"ENSMUSG00000054364",4688.80657858876,0.946789550940704,0.244409621045622,3.87378183759785,0.000107159348830714,0.0135926530002502
"ENSMUSG00000027293",942.965590571614,-0.404435291401905,0.10469637196863,-3.86293511224137,0.000112032773747323,0.0139988615420721
"ENSMUSG00000054385",69.2383239239749,1.26442756519011,0.327716383045646,3.85829830489126,0.000114179237571954,0.0141349667253429
"ENSMUSG00000032571",1108.34460855065,0.589919679489636,0.153337653463688,3.84719386376506,0.0001194784276118,0.0146552896988052
"ENSMUSG00000104351",31.1997660194382,1.43583144403386,0.374393971022087,3.8350816390394,0.000125522594395691,0.015256700791549
"ENSMUSG00000015854",106.461713074195,-1.66400381059648,0.434589419517567,-3.82891008355351,0.000128712018641819,0.0153874031971121
"ENSMUSG00000024140",74.3500150478515,-2.13048207892471,0.556472110712261,-3.82855140071221,0.000128899712645965,0.0153874031971121
"ENSMUSG00000004988",37.4329445363517,-2.43743507016232,0.637021408243161,-3.82630008759754,0.000130083698451495,0.0153913190114733
"ENSMUSG00000049608",145.050933351484,0.771765170098073,0.201912684416853,3.8222718514541,0.000132227799019254,0.015507769060416
"ENSMUSG00000087277",42.2775918996024,1.99734761342802,0.524456890306549,3.80841142588585,0.000139862427127426,0.0161203504370145
"ENSMUSG00000105167",16.2591654331973,-2.32788197619992,0.61092599075778,-3.81041568277765,0.000138733323871967,0.0161203504370145
"ENSMUSG00000013707",920.655629716332,-0.379534047145278,0.0998266844563943,-3.80192980676488,0.000143573407730584,0.0161495101490065
"ENSMUSG00000022818",30.5404651402103,-1.86721956444576,0.491132931440268,-3.80186186857814,0.000143612791595865,0.0161495101490065
"ENSMUSG00000024975",2581.41449137244,0.519775575294723,0.136723891126162,3.80164410925884,0.000143739095567073,0.0161495101490065
"ENSMUSG00000040212",1555.15631897125,-0.448900726173082,0.118221154280964,-3.79712690933658,0.000146382856609769,0.0163094899406051
"ENSMUSG00000039942",248.965675237032,0.884678115286194,0.233236618422381,3.79304982755359,0.000148808281763653,0.0164427002246284
"ENSMUSG00000032085",24.3215395728967,-2.72488424636229,0.720723215026314,-3.78076380717499,0.000156347950667897,0.0171341975445065
"ENSMUSG00000026473",1118.27033947773,-0.575643301630756,0.152359510222534,-3.77819081191571,0.000157971823470131,0.0171714087788265
"ENSMUSG00000034664",171.297813716457,-1.62639701066426,0.430742683164652,-3.77579718525959,0.00015949673272865,0.0171973493272746
"ENSMUSG00000028369",22.0448330702759,-2.90763824909642,0.774639372566787,-3.75353790688677,0.000174356151336629,0.0185011249473868
"ENSMUSG00000004359",95.682975767336,-1.48814384348955,0.396441162434767,-3.75375713851213,0.00017420365235607,0.0185011249473868
"ENSMUSG00000025203",969.003535791783,0.589016304203707,0.157049623034673,3.75051078010972,0.000176474717440385,0.0185784800958893
"ENSMUSG00000055546",60.2449888029183,-2.34622453706699,0.625974546551847,-3.74811491935426,0.000178168621890693,0.0186102693334263
"ENSMUSG00000058427",55.51364476182,2.37548628540763,0.635054857370413,3.74060013530778,0.000183581387702409,0.0188806396429323
"ENSMUSG00000079563",323.770149264734,0.545015967939603,0.145669168335441,3.74146412839099,0.000182951294097224,0.0188806396429323
"ENSMUSG00000081255",9.99547276937379,-3.49787086980721,0.938359040377885,-3.72764658227046,0.000193276151313556,0.019725970557727
"ENSMUSG00000020387",857.484515699179,0.531121979159515,0.143181132980627,3.70944109816046,0.000207717272763103,0.0210392419457779
"ENSMUSG00000026482",267.329284949147,-0.717748383226527,0.193648540621368,-3.70644870817749,0.000210185779416368,0.0211292020360664
"ENSMUSG00000020641",206.109032523324,-1.18635658462331,0.320443905525367,-3.70222857781701,0.000213713941201656,0.0213235477154189
"ENSMUSG00000032915",402.639751685184,-1.17498477037974,0.317877510817961,-3.69634444209746,0.000218726175345162,0.0216619923286283
"ENSMUSG00000054404",838.611048801047,-0.477454023719885,0.12928796734436,-3.69295019116652,0.00022166745193001,0.0217918664140017
"ENSMUSG00000005125",261.091124360229,-1.1095889378993,0.300949496495666,-3.68696060574828,0.00022694847351161,0.0221481831448922
"ENSMUSG00000054520",567.231624629966,-0.54256843917277,0.147304786044607,-3.68330489281231,0.000230229513276052,0.0223055695108755
"ENSMUSG00000108452",84.2173697673715,0.895638241646214,0.243332844413927,3.6807124981561,0.000232583135355697,0.0223714857532782
"ENSMUSG00000015850",40.0888383204485,-1.61407713844905,0.439548187475114,-3.67212784500547,0.000240539290104962,0.0225408702752693
"ENSMUSG00000062031",162.171534780536,0.633205839687201,0.172463008900974,3.67154582146239,0.000241087842136389,0.0225408702752693
"ENSMUSG00000006356",100.357802493092,-1.58721936151521,0.432085164651251,-3.67339471790544,0.000239349319474153,0.0225408702752693
"ENSMUSG00000077734",15.5441047874715,-2.36277062667808,0.642691637464537,-3.67636746605164,0.000236578675326476,0.0225408702752693
"ENSMUSG00000026208",47.5124675757666,-2.62025410316238,0.716560121660468,-3.65671215011313,0.000255470985500009,0.0235203681191025
"ENSMUSG00000056025",81.0152353254073,-2.41018833600824,0.659733154663079,-3.65327756983671,0.000258914081324519,0.0235203681191025
"ENSMUSG00000060591",974.170045180342,-1.18142289078293,0.323601595638689,-3.65085619695778,0.000261367556269591,0.0235203681191025
"ENSMUSG00000032009",1606.76586476798,0.444420759962349,0.121755157186589,3.65011856771928,0.000262119285695308,0.0235203681191025
"ENSMUSG00000022438",93.7672915645575,-1.30537551986653,0.357276391774141,-3.65368535375197,0.000258503021800756,0.0235203681191025
"ENSMUSG00000024353",3937.67766026435,0.47281421989027,0.129520473028187,3.65049793932866,0.000261732409376707,0.0235203681191025
"ENSMUSG00000028383",300.243643744862,0.461514642487595,0.12657803621038,3.64608787041484,0.000266262960795512,0.0237329052389067
"ENSMUSG00000074890",139.992311162875,0.865763554316902,0.237785232008811,3.64094753489495,0.000271636491447741,0.0238049118821025
"ENSMUSG00000031799",2240.80874669647,-0.401379569309114,0.110262649745081,-3.64021334728553,0.000272412230214038,0.0238049118821025
"ENSMUSG00000017309",111.909593118853,-1.71653647627341,0.471505030213893,-3.64054753667151,0.000272058870358547,0.0238049118821025
"ENSMUSG00000038393",4282.0804447938,-0.616855541591246,0.169721016954983,-3.6345265463196,0.000278491582821867,0.0240221449182475
"ENSMUSG00000030187",257.403474289842,-1.53060949230392,0.421123257285886,-3.63458789279084,0.000278425328646451,0.0240221449182475
"ENSMUSG00000036438",3722.02056545433,-0.348252892909777,0.0959175959720562,-3.63075084795947,0.000282597891858492,0.024220088552231
"ENSMUSG00000030148",155.131040600538,-1.27634688044735,0.35188343714567,-3.62718657860266,0.000286526253645483,0.0244003567594911
"ENSMUSG00000057230",477.582433185071,0.483617423681201,0.133420946525597,3.62474885896885,0.000289242386193876,0.0244757639456463
"ENSMUSG00000070691",1337.42809134701,0.513368769284042,0.142027351673708,3.61457679266913,0.000300838638625174,0.0252673624629312
"ENSMUSG00000051495",1113.25835590313,0.588122946575319,0.162768172063724,3.61325521518462,0.000302376813318548,0.0252673624629312
"ENSMUSG00000037860",577.971351743158,-0.376581048296893,0.104378601099942,-3.60783766335705,0.000308759568631087,0.0256404685254512
"ENSMUSG00000045576",319.306381372194,0.576102778172448,0.159989040358217,3.60088901641355,0.000317130937903951,0.0261730903689866
"ENSMUSG00000026616",7871.85974339286,0.623755326966052,0.173599088080712,3.59307951362076,0.000326792812248808,0.0261750416964276
"ENSMUSG00000028494",535.288498758966,-1.07303636512959,0.29865372862317,-3.59291132937272,0.00032700388776876,0.0261750416964276
"ENSMUSG00000029250",703.63788191202,0.431585775709158,0.120022927126028,3.59586110790299,0.000323320281648088,0.0261750416964276
"ENSMUSG00000019917",42.1738589492508,-1.59224787160138,0.442709025104541,-3.59660133701902,0.000322402018089191,0.0261750416964276
"ENSMUSG00000031451",40.7319673484576,-2.86012000078637,0.795539151698007,-3.59519703672874,0.000324146152844185,0.0261750416964276
"ENSMUSG00000101389",175.177666274676,-1.0677394339732,0.297304165086403,-3.59140422288701,0.000328901047494378,0.0261750416964276
"ENSMUSG00000025950",452.612842945938,-1.33781106201771,0.373281948083773,-3.58391577435047,0.000338481273365635,0.0263042898163319
"ENSMUSG00000036905",229.663476941196,-1.51855701806838,0.423601733534428,-3.58486969682092,0.000337246539003706,0.0263042898163319
"ENSMUSG00000046245",147.089614684561,-0.967004568941659,0.269853392144826,-3.58344418521404,0.000339093248144208,0.0263042898163319
"ENSMUSG00000073902",1124.81746275724,0.626946487234543,0.175004028489147,3.58246888741434,0.000340362164414766,0.0263042898163319
"ENSMUSG00000049625",645.400889772003,-1.00693442144828,0.280988389425779,-3.58354458526216,0.00033896287370481,0.0263042898163319
"ENSMUSG00000071757",658.292098792538,0.826139715423117,0.230985680519211,3.57658411363906,0.000348113338190251,0.0267487088023199
"ENSMUSG00000017740",31.8879515828947,-2.46956376585183,0.692092633364826,-3.568256107344,0.000359365151298782,0.027455497559227
"ENSMUSG00000023224",61.228899744603,-2.67135715843984,0.749730801994892,-3.56308844632215,0.000366517120561388,0.027685502270654
"ENSMUSG00000019970",425.307868955372,-0.883389591735574,0.247883962028684,-3.56372225337172,0.000365632835172739,0.027685502270654
"ENSMUSG00000046062",1313.79678080712,0.468935040355935,0.131786030689217,3.55830612625246,0.00037325414447776,0.0277244883981536
"ENSMUSG00000062184",43.6547134382734,-2.46455890680164,0.692498166429334,-3.55893925251734,0.000372355635883509,0.0277244883981536
"ENSMUSG00000024581",363.61806091585,-0.539170736792692,0.151432558853373,-3.56046771496976,0.000370194826397716,0.0277244883981536
"ENSMUSG00000060703",147.921258093122,-1.19374085842773,0.335734320862699,-3.55561163767918,0.000377100775187468,0.0278554550511406
"ENSMUSG00000030409",36.0906255904061,-1.56636455632339,0.441098110429298,-3.55105705349527,0.000383687233222232,0.0281862544405563
"ENSMUSG00000070436",85.6728316857536,-2.22119822687397,0.625862098445036,-3.54902179312754,0.000386665077764765,0.0282497928399722
"ENSMUSG00000018774",660.292434499628,-1.03261691117882,0.292135203221787,-3.53472262086425,0.000408203416961348,0.0296613026346371
"ENSMUSG00000100826",16.5545447612656,-2.25628623764207,0.638658856646648,-3.53285046337408,0.000411104933211531,0.0297106646326388
"ENSMUSG00000023993",30.297368188169,-2.0987610903832,0.595758002341502,-3.52284162719504,0.000426946402837159,0.0306896419673807
"ENSMUSG00000049037",304.698217637189,-1.18171320939447,0.336019727786794,-3.51679711538923,0.00043678750567596,0.0312291387747999
"ENSMUSG00000035095",299.029292144862,0.622219831245208,0.177039021120876,3.51459145732838,0.000440430984609533,0.0313221397033482
"ENSMUSG00000032802",47.2407170415968,-1.78420590085448,0.508106376765759,-3.51148102531494,0.00044561727307493,0.0315232959841895
"ENSMUSG00000043017",73.2650094303792,-1.38693478782235,0.396452426491935,-3.49836372574342,0.000468122246683228,0.032768557267826
"ENSMUSG00000018927",1398.49641334536,-1.08598754576524,0.310422985151991,-3.49841215924623,0.000468037234327247,0.032768557267826
"ENSMUSG00000095969",12.0279588300728,2.33374218857681,0.667505405366226,3.49621466705038,0.000471908890745177,0.0328615722357449
"ENSMUSG00000073412",199.313545654408,-1.30418037308861,0.373376564646372,-3.4929358095193,0.00047774133372644,0.0329247506800129
"ENSMUSG00000024621",1705.57955970121,-1.10896654624304,0.317487335017359,-3.49294735231691,0.000477720683936605,0.0329247506800129
"ENSMUSG00000024913",106.230184470315,-1.02601345466971,0.29456525533977,-3.48314485863665,0.000495560139812233,0.0339776362527669
"ENSMUSG00000046876",158.483110894951,0.690118906213714,0.198235371100896,3.48131063786019,0.000498966451832292,0.0340366401071313
"ENSMUSG00000033763",42.3336362187854,-2.43258314375771,0.699124025596389,-3.47947296144285,0.000502401063636691,0.0340809053176089
"ENSMUSG00000045730",516.550143935021,0.77299408117455,0.222236985012342,3.47824229676092,0.000504713481891291,0.0340809053176089
"ENSMUSG00000031903",208.395156096822,-0.665730382111026,0.191583680994865,-3.47488042120284,0.000511081120691735,0.0343374602193392
"ENSMUSG00000014846",393.736577326691,-1.25832911599797,0.362277387961092,-3.4733857475342,0.000513936122607062,0.0343566297962821
"ENSMUSG00000046908",160.79859544162,-1.15965628282582,0.334557000202064,-3.46624426368426,0.000527783555655844,0.035106796712033
"ENSMUSG00000025283",2898.95561504961,-0.776239198798614,0.224056757059905,-3.46447573813217,0.000531266059641165,0.0351635010762494
"ENSMUSG00000023886",61.326545639961,-2.21126210494597,0.640190485115785,-3.45406899408391,0.000552196086569433,0.0363687767361247
"ENSMUSG00000032554",316.960521045325,-1.07276227840784,0.311328667879567,-3.44575488571075,0.000569466641162225,0.0373223970212694
"ENSMUSG00000038811",920.568545732344,-0.466825527028596,0.135725389953272,-3.43948562011365,0.000582820745955172,0.0380112847483934
"ENSMUSG00000027488",29.7419595677894,-1.64316528493362,0.478355690956036,-3.43502819345497,0.000592492183657182,0.0384544684247404
"ENSMUSG00000026390",179.225685331463,-3.08515774995991,0.899797552502488,-3.42872431846426,0.000606425167618608,0.0387938013926354
"ENSMUSG00000008384",549.12093534013,-0.860619902446448,0.25096590297507,-3.42923039442508,0.000605295466970027,0.0387938013926354
"ENSMUSG00000020053",54.3386746518511,-2.08444246655473,0.607540608880594,-3.43095166987332,0.000601467749875485,0.0387938013926354
"ENSMUSG00000048970",149.008875520189,-0.68936111275584,0.201331008985382,-3.4240185663893,0.000617024052664521,0.0392838646863078
"ENSMUSG00000027994",168.06353039606,-1.19118940600268,0.348173276309981,-3.42125455068573,0.000623329610360245,0.0394972364479454
"ENSMUSG00000035164",192.908346748587,0.920087087879141,0.269049184333497,3.4197728201943,0.00062673452075927,0.0395256629365634
"ENSMUSG00000059498",443.92927083159,-1.18979343714181,0.348064891405526,-3.4183092478454,0.000630114685153753,0.039552269204252
"ENSMUSG00000093105",17.9265270504003,-2.31254754748429,0.677355371356998,-3.41408313165272,0.000639970455218036,0.0395671420774244
